wvl,flux,r,n
0.09,4.053906375519056e-13,8.91105775697253,0.20000000390298014
0.09888006579,1.853082904773413e-12,8.34528311969255,0.24395179305994552
0.1086363046,2.5593507954704e-12,7.9633111010446935,0.2883931398792853
0.119355166,2.29378877508663e-12,7.668528130736166,0.3135178453433
0.1311316297,2.76368358781237e-12,7.468463287748498,0.32590867445283744
0.1440700463,2.5301050915064e-12,7.349128223406526,0.3355951331477171
0.1582850629,2.1588352775639002e-12,7.28722568843421,0.34376437708727314
0.1739026381,2.2038672104050003e-12,7.28722568843421,0.33626671943402886
0.1910611589,1.8390531682354003e-12,7.36497467016676,0.3235055557224653
0.2099126662,1.6434126087890301e-12,7.502253117899975,0.2844354723795412
0.2306242028,1.42861493270332e-12,7.413353325204037,0.2873921111036932
0.2533792927,1.33422642215001e-12,7.344307879861722,0.30377633396343695
0.2783795681,1.305005683117e-12,7.172517263616905,0.3218192055616359
0.3058465557,1.340363500817e-12,6.992790837113104,0.3366552033836543
0.3360236395,1.307016376432e-12,6.865577336310319,0.3465747272120028
0.3691782175,1.4477393822321e-12,6.6407987113003255,0.36312455087295387
0.4056040715,2.1173191209212e-12,6.468938982682766,0.37170301421566804
0.4456239698,2.282624336201e-12,6.306629175844601,0.3864019548752802
0.4895925272,2.2588039830186e-12,6.195150549452997,0.3999883433334073
0.5378993478,2.2074739125872e-12,6.033570382577755,0.41058685218603863
0.5909724767,2.2445906928687e-12,5.873978427888227,0.4173699194476229
0.6492821931,2.1732914015576e-12,5.7525621736254395,0.43976845319524643
0.7133451775,2.1648375023949e-12,5.607193290050062,0.45376420257422473
0.7837290898,2.1761773521764e-12,5.455124026241359,0.4748470536427093
0.8610575996,2.1690155398925e-12,5.330680271816238,0.5026085640730837
0.9460159122,2.2538131144028e-12,5.152275602064015,0.5184851791856342
1.03935684,2.239283824023408e-12,5.001900935091511,0.5436784711022494
1.141907475,2.12499621420372e-12,4.834889053555308,0.5686060938271386
1.254576514,2.10547867589165e-12,4.662033050091207,0.5865454109838608
1.378362314,2.1334110764445398e-12,4.472237867611722,0.6242359641705004
1.514361737,2.17094561493641e-12,4.290959421747708,0.6352451650090847
1.663779868,2.298784115664e-12,4.123766007772508,0.6662038867629969
1.827940698,2.2261087594068e-12,3.9169137039507116,0.6699877345700622
2.00829885,2.1506429199169e-12,3.7666816071585703,0.6798012802602348
2.206452472,2.0569287915142e-12,3.5420742975918,0.6709694081912037
2.424157395,1.8877354449008003e-12,3.3269103923728784,0.6472323040195583
2.663342697,1.9472954171589e-12,3.194422132225849,0.6400369512652331
2.92612779,2.0484711168871e-12,3.130676086541529,0.6496747125507115
3.0,2.0356960293838e-12,2.987219452709564,0.646500347134322
3.222555553,2.2121373995534998e-12,2.8873710437302385,0.6316310331213296
3.46162143,2.3939762094273e-12,2.8356683123485156,0.6484139325977418
3.718422454,2.1256177376656e-12,2.7836197923311743,0.6747919168837748
3.994274309,2.0603587754333e-12,2.758444267634442,0.6887532817663716
4.290590285,2.0251887602854e-12,2.701871859312106,0.7073311271378266
4.608888516,1.959024241602e-12,2.6261466232058335,0.6887786918732804
4.95079976,1.9103448578473e-12,2.5776407464702475,0.6968939038134179
5.318075752,1.8784813519218e-12,2.5210744914175356,0.6950306228046947
5.712598182,1.9944616964136e-12,2.4866966640049477,0.7127779786588779
6.136388331,2.7576129615662998e-12,2.4668607264348306,0.7185876635614319
6.59161743,2.2928019188892e-12,2.4503288644804737,0.7310849876749648
7.080617784,2.8223605294183e-12,2.4183633600971675,0.7415969297238039
7.605894719,4.322614951585901e-12,2.403654209307974,0.7350074741613544
8.17013942,2.6501926544086e-12,2.410613299756089,0.7322234783646382
8.776242719,1.8547361051615e-12,2.51414230784876,0.6938059585030523
9.427309902,1.0209476074568e-12,2.673564908521287,0.6440171880287426
10.12667662,8.766616761749999e-13,2.673564908521287,0.6309806427680623
10.877926,1.1711543229025e-12,2.5210744914175356,0.6784999889709395
11.68490694,1.5294705208836001e-12,2.40412491174231,0.7390467829813459
12.55175392,1.7217951547133e-12,2.361501710662989,0.796047222509565
13.48290809,9.493329825976e-13,2.3215561716738415,0.8090847547659479
14.48314011,6.5129322091342e-13,2.3160130748250607,0.783490757615974
15.55757453,5.16856065858e-13,2.3827763340785917,0.810305646317325
16.71171607,4.3131747894601e-13,2.404747143476831,0.7482661747549906
17.9514778,3.8504962953622e-13,2.448351089662986,0.7214813668194793
19.28321149,3.670371471746e-13,2.406407121085919,0.7308040282959856
20.71374009,3.6614080784876e-13,2.40412491174231,0.7321162757914927
22.25039271,3.7156557917997e-13,2.390839087872302,0.7458441838567467
23.9010422,3.9780288936587e-13,2.3827763340785917,0.7477092802570451
25.67414542,4.2624245642968e-13,2.353999522695503,0.751958862437915
27.57878663,4.681097597162699e-13,2.265043721041518,0.735499370004083
29.624724,5.3395188477752e-13,2.227600018763458,0.7298811392482154
31.82243961,6.0479728817224e-13,2.164229731206714,0.7415847181446082
34.18319315,7.0772988119401e-13,2.108032695092835,0.7388311024054022
36.71907964,8.3549891995784e-13,2.0746791186858284,0.7569331781649089
39.44309132,9.975357674315698e-13,2.044510469086145,0.7379010182271977
42.36918432,1.22052683798335e-12,2.0202647130479043,0.7609911878042679
45.51235007,1.47520525269187e-12,1.9764337402041066,0.778036892692443
48.88869215,1.80680604722796e-12,1.9708572688389685,0.7957852418453717
52.51550878,2.20023345606024e-12,1.9764337402041066,0.8123200032329174
56.41138148,2.61921824655214e-12,1.9764337402041066,0.831614765800242
60.59627021,3.08839758755814e-12,2.009365402307123,0.87465273420047
65.09161568,3.5846183915785097e-12,2.009365402307123,0.8901464192089334
69.92044919,4.09424881567706e-12,2.023270386824365,0.9110448924835177
75.1075106,4.56043088267873e-12,2.044510469086145,0.9178984209565206
80.67937511,4.9029156486655705e-12,2.0553872119910115,0.9558774107202814
86.66458942,5.21789716488349e-12,2.0655321489159353,0.9477273660281007
93.09381796,5.37617928837626e-12,2.0745595965012256,0.9685678673855251
100.0,5.45066980304282e-12,2.074764103820583,0.9553812250409865
104.5226243,5.323848326107979e-12,2.0797954995616696,0.9689219716040705
114.8355997,5.2242826897409e-12,2.1273511835643353,0.9791984114054786
126.1661294,4.7971177382731e-12,2.1546111760607514,1.0038401987568148
138.6146131,4.2191560951154e-12,2.1675846138541957,0.9925079861134809
152.2913563,3.5958051138802e-12,2.1829901709617014,0.981549685043442
167.3175481,3.017913486732e-12,2.2135995704334417,1.0026253584976834
183.8263352,2.4589451796482e-12,2.2519860340090405,1.0132089142769598
201.9640013,1.9591970118063e-12,2.2333717379817504,1.0127970784215707
221.8912637,1.5423784037386e-12,2.265043721041518,1.0180481611064234
243.7846973,1.190276591146e-12,2.2830917600805387,1.0135147158212807
267.8382989,8.864796596187e-13,2.287491331403152,1.0172169006863565
294.2652069,6.479245573308001e-13,2.315674700821807,1.0440709852670091
323.2995891,4.671579470342e-13,2.3215561716738415,1.0115782586239732
355.1987182,3.347785997901e-13,2.3215561716738415,1.032156403123702
390.2452514,2.387175426202e-13,2.361501710662989,1.0509629934123375
428.7497349,1.6844762273589998e-13,2.361501710662989,1.0169974822383328
471.0533555,1.1903634517340002e-13,2.3740400605495173,1.0513187182430588
517.5309642,8.2621618065e-14,2.361501710662989,1.017899349178804
568.5943977,5.77662543454e-14,2.3827763340785917,1.0431383870647895
624.6961273,3.99137473582e-14,2.390839087872302,1.0046252235125257
686.3332685,2.74610541909e-14,2.361501710662989,1.0052771049358995
754.0519861,1.8947334197299998e-14,2.3827763340785917,1.0092838569603395
828.4523333,1.3001217581599999e-14,2.390839087872302,1.0347674736470507
910.1935691,8.9465738395e-15,2.3827763340785917,1.0298599515189544
1000.0,5.3670930437e-15,2.390839087872302,1.0627451270357613
